Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Australia,South Australia,AU-SA,124.75,189.38,67.09,67.09,opennem.org.au,False,
2021-01-01 01:00:00,Australia,South Australia,AU-SA,124.24,187.42,67.79,67.79,opennem.org.au,False,
2021-01-01 02:00:00,Australia,South Australia,AU-SA,113.13,175.93,69.65,69.65,opennem.org.au,False,
2021-01-01 03:00:00,Australia,South Australia,AU-SA,109.16,170.35,70.65,70.65,opennem.org.au,False,
2021-01-01 04:00:00,Australia,South Australia,AU-SA,111.78,171.58,70.57,70.57,opennem.org.au,False,
2021-01-01 05:00:00,Australia,South Australia,AU-SA,96.91,149.82,74.95,74.95,opennem.org.au,False,
2021-01-01 06:00:00,Australia,South Australia,AU-SA,110.97,164.38,70.87,70.87,opennem.org.au,False,
2021-01-01 07:00:00,Australia,South Australia,AU-SA,117.15,169.3,68.64,68.64,opennem.org.au,False,
2021-01-01 08:00:00,Australia,South Australia,AU-SA,106.4,148.56,72.53,72.53,opennem.org.au,False,
2021-01-01 09:00:00,Australia,South Australia,AU-SA,103.57,145.93,72.1,72.1,opennem.org.au,False,
2021-01-01 10:00:00,Australia,South Australia,AU-SA,112.33,156.28,69.73,69.73,opennem.org.au,False,
2021-01-01 11:00:00,Australia,South Australia,AU-SA,106.89,146.71,72.63,72.63,opennem.org.au,False,
2021-01-01 12:00:00,Australia,South Australia,AU-SA,105.76,147.24,71.8,71.8,opennem.org.au,False,
2021-01-01 13:00:00,Australia,South Australia,AU-SA,109.85,151.37,71.36,71.36,opennem.org.au,False,
2021-01-01 14:00:00,Australia,South Australia,AU-SA,115.01,158.83,69.52,69.52,opennem.org.au,False,
2021-01-01 15:00:00,Australia,South Australia,AU-SA,125.8,173.77,66.05,66.05,opennem.org.au,False,
2021-01-01 16:00:00,Australia,South Australia,AU-SA,146.71,200.12,60.81,60.81,opennem.org.au,False,
2021-01-01 17:00:00,Australia,South Australia,AU-SA,193.29,260.96,47.91,47.91,opennem.org.au,False,
2021-01-01 18:00:00,Australia,South Australia,AU-SA,224.53,301.54,39.39,39.39,opennem.org.au,False,
2021-01-01 19:00:00,Australia,South Australia,AU-SA,267.02,354.03,29.34,29.34,opennem.org.au,False,
2021-01-01 20:00:00,Australia,South Australia,AU-SA,284.81,379.83,23.7,23.7,opennem.org.au,False,
2021-01-01 21:00:00,Australia,South Australia,AU-SA,216.41,296.45,42.83,42.83,opennem.org.au,False,
2021-01-01 22:00:00,Australia,South Australia,AU-SA,172.06,241.79,54.34,54.34,opennem.org.au,False,
2021-01-01 23:00:00,Australia,South Australia,AU-SA,111.23,164.22,71.19,71.19,opennem.org.au,False,
2021-01-02 00:00:00,Australia,South Australia,AU-SA,88.31,136.72,76.82,76.82,opennem.org.au,False,
2021-01-02 01:00:00,Australia,South Australia,AU-SA,85.77,134.75,77.27,77.27,opennem.org.au,False,
2021-01-02 02:00:00,Australia,South Australia,AU-SA,83.95,132.78,77.76,77.76,opennem.org.au,False,
2021-01-02 03:00:00,Australia,South Australia,AU-SA,77.22,122.91,79.66,79.66,opennem.org.au,False,
2021-01-02 04:00:00,Australia,South Australia,AU-SA,73.25,114.62,80.48,80.48,opennem.org.au,False,
2021-01-02 05:00:00,Australia,South Australia,AU-SA,70.14,108.89,81.04,81.04,opennem.org.au,False,
2021-01-02 06:00:00,Australia,South Australia,AU-SA,70.51,107.7,81.56,81.56,opennem.org.au,False,
2021-01-02 07:00:00,Australia,South Australia,AU-SA,61.9,97.95,83.5,83.5,opennem.org.au,False,
2021-01-02 08:00:00,Australia,South Australia,AU-SA,68.93,104.13,82.09,82.09,opennem.org.au,False,
2021-01-02 09:00:00,Australia,South Australia,AU-SA,106.74,149.61,71.6,71.6,opennem.org.au,False,
2021-01-02 10:00:00,Australia,South Australia,AU-SA,130.68,178.27,65.78,65.78,opennem.org.au,False,
2021-01-02 11:00:00,Australia,South Australia,AU-SA,137.1,184.26,65.35,65.35,opennem.org.au,False,
2021-01-02 12:00:00,Australia,South Australia,AU-SA,143.09,193.62,62.82,62.82,opennem.org.au,False,
2021-01-02 13:00:00,Australia,South Australia,AU-SA,144.38,195.98,62.08,62.08,opennem.org.au,False,
2021-01-02 14:00:00,Australia,South Australia,AU-SA,142.17,194.73,61.76,61.76,opennem.org.au,False,
2021-01-02 15:00:00,Australia,South Australia,AU-SA,155.93,212.51,58.06,58.06,opennem.org.au,False,
2021-01-02 16:00:00,Australia,South Australia,AU-SA,171.76,233.07,53.74,53.74,opennem.org.au,False,
2021-01-02 17:00:00,Australia,South Australia,AU-SA,183.85,248.01,50.88,50.88,opennem.org.au,False,
2021-01-02 18:00:00,Australia,South Australia,AU-SA,220.41,296.1,40.56,40.56,opennem.org.au,False,
2021-01-02 19:00:00,Australia,South Australia,AU-SA,235.09,314.92,36.72,36.72,opennem.org.au,False,
2021-01-02 20:00:00,Australia,South Australia,AU-SA,231.02,309.19,38.7,38.7,opennem.org.au,False,
2021-01-02 21:00:00,Australia,South Australia,AU-SA,163.98,226.1,57.37,57.37,opennem.org.au,False,
