Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Greece,Greece,GR,434.35,493.6,37.68,33.89,entsoe.eu,False,
2021-01-01 01:00:00,Greece,Greece,GR,438.78,498.13,37.45,33.9,entsoe.eu,False,
2021-01-01 02:00:00,Greece,Greece,GR,452.22,511.9,36.1,32.69,entsoe.eu,False,
2021-01-01 03:00:00,Greece,Greece,GR,457.07,517.26,35.31,31.72,entsoe.eu,False,
2021-01-01 04:00:00,Greece,Greece,GR,454.28,516.57,34.0,30.34,entsoe.eu,False,
2021-01-01 05:00:00,Greece,Greece,GR,474.03,542.29,29.75,26.16,entsoe.eu,False,
2021-01-01 06:00:00,Greece,Greece,GR,466.54,527.92,34.44,30.81,entsoe.eu,False,
2021-01-01 07:00:00,Greece,Greece,GR,437.78,495.35,40.48,37.12,entsoe.eu,False,
2021-01-01 08:00:00,Greece,Greece,GR,413.78,470.03,43.98,40.95,entsoe.eu,False,
2021-01-01 09:00:00,Greece,Greece,GR,375.96,433.75,45.93,43.0,entsoe.eu,False,
2021-01-01 10:00:00,Greece,Greece,GR,352.47,412.45,46.13,43.27,entsoe.eu,False,
2021-01-01 11:00:00,Greece,Greece,GR,353.41,413.53,45.87,43.12,entsoe.eu,False,
2021-01-01 12:00:00,Greece,Greece,GR,379.66,442.19,43.73,41.03,entsoe.eu,False,
2021-01-01 13:00:00,Greece,Greece,GR,418.51,485.13,37.43,34.18,entsoe.eu,False,
2021-01-01 14:00:00,Greece,Greece,GR,477.08,552.38,26.58,23.06,entsoe.eu,False,
2021-01-01 15:00:00,Greece,Greece,GR,474.99,554.64,24.1,21.09,entsoe.eu,False,
2021-01-01 16:00:00,Greece,Greece,GR,459.87,540.36,24.87,22.34,entsoe.eu,False,
2021-01-01 17:00:00,Greece,Greece,GR,475.01,564.03,17.31,16.96,entsoe.eu,False,
2021-01-01 18:00:00,Greece,Greece,GR,474.91,562.79,17.09,14.67,entsoe.eu,False,
2021-01-01 19:00:00,Greece,Greece,GR,487.17,575.34,15.36,12.75,entsoe.eu,False,
2021-01-01 20:00:00,Greece,Greece,GR,498.71,587.26,14.77,12.47,entsoe.eu,False,
2021-01-01 21:00:00,Greece,Greece,GR,495.46,582.37,15.76,12.92,entsoe.eu,False,
2021-01-01 22:00:00,Greece,Greece,GR,513.64,599.98,14.92,11.74,entsoe.eu,False,
2021-01-01 23:00:00,Greece,Greece,GR,507.49,586.39,19.03,15.09,entsoe.eu,False,
2021-01-02 00:00:00,Greece,Greece,GR,497.32,573.26,21.56,17.5,entsoe.eu,False,
2021-01-02 01:00:00,Greece,Greece,GR,497.42,575.14,20.4,17.07,entsoe.eu,False,
2021-01-02 02:00:00,Greece,Greece,GR,494.78,571.17,21.52,18.71,entsoe.eu,False,
2021-01-02 03:00:00,Greece,Greece,GR,493.81,570.19,21.66,19.29,entsoe.eu,False,
2021-01-02 04:00:00,Greece,Greece,GR,483.71,558.16,23.61,21.34,entsoe.eu,False,
2021-01-02 05:00:00,Greece,Greece,GR,502.94,575.54,23.71,20.81,entsoe.eu,False,
