Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Great Britain,Great Britain,GB,156.05,233.77,59.0,32.2, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 01:00:00,Great Britain,Great Britain,GB,152.55,229.75,59.98,32.42, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 02:00:00,Great Britain,Great Britain,GB,141.41,216.39,62.85,33.98, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 03:00:00,Great Britain,Great Britain,GB,135.89,210.16,64.19,35.03, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 04:00:00,Great Britain,Great Britain,GB,128.33,201.0,66.31,36.45, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 05:00:00,Great Britain,Great Britain,GB,123.27,194.72,67.78,37.68, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 06:00:00,Great Britain,Great Britain,GB,127.01,199.11,66.76,36.93, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 07:00:00,Great Britain,Great Britain,GB,126.9,198.64,66.8,37.18, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 08:00:00,Great Britain,Great Britain,GB,127.5,197.34,66.91,39.34, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 09:00:00,Great Britain,Great Britain,GB,142.46,213.97,63.67,38.24, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 10:00:00,Great Britain,Great Britain,GB,159.61,233.69,59.67,36.7, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 11:00:00,Great Britain,Great Britain,GB,167.61,244.25,56.87,35.77, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 12:00:00,Great Britain,Great Britain,GB,176.02,254.27,54.69,34.38, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 13:00:00,Great Britain,Great Britain,GB,186.39,264.9,53.29,33.11, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 14:00:00,Great Britain,Great Britain,GB,196.16,276.11,51.33,30.7, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 15:00:00,Great Britain,Great Britain,GB,204.67,287.25,48.57,27.52, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 16:00:00,Great Britain,Great Britain,GB,209.72,293.9,46.95,26.87, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 17:00:00,Great Britain,Great Britain,GB,222.6,308.7,44.47,25.46, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 18:00:00,Great Britain,Great Britain,GB,221.57,308.07,44.48,25.04, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 19:00:00,Great Britain,Great Britain,GB,223.31,311.01,43.77,22.96, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 20:00:00,Great Britain,Great Britain,GB,214.5,302.36,45.11,22.78, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 21:00:00,Great Britain,Great Britain,GB,202.35,289.3,47.67,23.98, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 22:00:00,Great Britain,Great Britain,GB,186.16,270.81,51.1,25.78, nationalgrideso.com; elexon.co.uk,False,
2021-01-01 23:00:00,Great Britain,Great Britain,GB,171.22,250.05,54.81,26.55, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 00:00:00,Great Britain,Great Britain,GB,166.74,244.83,56.11,26.69, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 01:00:00,Great Britain,Great Britain,GB,166.24,244.42,56.13,26.83, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 02:00:00,Great Britain,Great Britain,GB,157.67,233.86,58.43,28.47, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 03:00:00,Great Britain,Great Britain,GB,155.55,231.27,58.95,28.51, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 04:00:00,Great Britain,Great Britain,GB,151.0,225.91,60.17,29.52, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 05:00:00,Great Britain,Great Britain,GB,149.86,224.19,60.54,30.08, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 06:00:00,Great Britain,Great Britain,GB,152.54,226.84,59.84,30.79, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 07:00:00,Great Britain,Great Britain,GB,164.51,240.65,57.06,28.87, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 08:00:00,Great Britain,Great Britain,GB,175.14,252.36,54.43,29.07, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 09:00:00,Great Britain,Great Britain,GB,186.73,264.75,52.56,30.61, nationalgrideso.com; elexon.co.uk,False,
2021-01-02 10:00:00,Great Britain,Great Britain,GB,193.54,271.4,51.87,31.66, nationalgrideso.com; elexon.co.uk,False,
